dialogue_id,query,ground_truth_response
8164, thanks . I did not notice it has been dark outside . I think it is time to dinner .   I guess it is . The restaurant is on the second floor . Please enjoy your dinner , sir ! 
2844, you better not cry . Anything you say can and will be used against you . You have the right to an attorney . if you cannot afford one , the state will appoint one for you.do you understand the arrest to you ?   You can ’ t take me to jail ! What about my sleigh ? It ’ s Christmas Eve ! I have presents to deliver ! Rudolph ! Prancer ! Dancer ! Get help ! 
9865, actually . Maybe we should wait for it to clear up before we go shopping .   that's a good idea . But maybe we should move the car so that the hail doesn't dent it .   ok . I'll go move the car if you turn the heat on . It's a bit chilly in here .   how long do you think this hailstorm is supposed to last ?   I don't know . The weatherman didn't say anything about this in his weather report last night .   maybe we should turn on the news in case it's supposed to get worse .   I don't think we have anything to worry about . Do you want to put on a cup of tea as well ?   good idea . That will help us to warm up .   if I'm not back in ten minutes , come and find me .   alright . I'll have a cup of tea waiting for you . 
10341, but I prefer red wine with meat .   What would you like for dessert ?   I just want to have a coffee , I think . 
3500,No dialogue,No response
7561, OK , I ’ ll go .   Good . You will feel better after you do . 
2246, how often do you go ?   About three times a week if I can .   Not bad ! Do you do any other sports ?   Not really . I ’ d really like to try golf , though . 
546, I ’ ll get a taxi .   Do you think the taxi driver will understand you ?   If he doesn ’ t understand me , I ’ ll show him the office address on my business card .   Ok but how will we know if you are going to be late ?   I ’ ll call you if I ’ m delayed . 
4191, I'm scared .   But I have to go to my homeroom .   Do we have the same classes today ?   No .   Do you think the school can put us in the same homeroom ?   Stop worrying , Mary . You'll do just fine . 
9023,000 NT or more , you get a V . I . P . card and a 20 percent discount .   Mmmm ... I'll have to think about it .   OK . Just think for a bit . I'll go help another customer . I'll be right back . 
7124, I am gaining weight these days , and I have to watch my calories . 
10228,No dialogue,No response
303, I'm sure you'll agree with me .   I don't think I'll have any trouble with getting old . But perhaps you can keep the article for a while , I may read it later . 
6533,Sorry , I need a trip to the bog .   Please yourself . 
6925, Mr . Smith agenda is full today .   How about tomorrow afternoon ?   I ’ m not sure , but I will arrange for you and inform you as well . 
5030,You have any ideas as to what you want to do this weekend ?   I'm going to the movie theater with my friend . What are you going to do ?   I'm not quite sure yet .   How about you see a movie with me and my friend ?   What movie are you and your friend planning on watching ?   Not sure . Is there a movie out that catches your eye ?   No good movies come to mind .   Have you decided whether or not you would like to go ?   No , thanks . Maybe another time .   For sure another day . 
5968,I'm tired .   Okay , let's call it a day . 
3091, I want to get rich .   OK . If you sign the Stars.com account before WebTracker does , we'll talk next week . 
319, but I'm afraid I would't be able to find another job . I don't have very many job marketable skills , there aren't so many jobs that I'm qualified for .   it sounds like any job will be better than the one you have now ! 
3724, everything comes back to life in spring and the weather gets warmer .   I like spring , too.We can go for a walk and enjoy the fresh air . 
3865, not that one . But I saw the movie . Could I borrow it when you finished ?   Sure . I didn ’ t know you like mysteries .   Oh , I ’ m crazy about them . 
7388, work always comes first .   But it is lucky for us . The company computers don ’ t have software keeping tracks of websites we visit . I have shopped too often online these days .   Well , keep a low profile . 
5677, we do . We also eat mutton .   I've heard that people in your country like mutton chops .   That's right . Mutton chops taste so good . We eat them with sauce . Have you ever tried ?   Yes , I have . I tried once when I visited your country last year . I think they were very tasty . Can you cook them ?   Certainly I can . I'll buy some from the butcher's and cook for you next Sunday .   That sounds great . I'll bring a bottle of wine then . 
6908, cross the street , and you'll find the stop not far on the right hand side .   Could I have a transfer please ?   Here you are .   Thank you . 
2519, like gold .   OK . OK . You'd better tell me what he does .   He's a very creative painter . His paintings sell well .   Really ?   He's quite a patient teacher , too .   Fine .   You're going to like him . Everybody says he's a nice guy . 
4001, the Spring Festival is a holiday of seven days . While in the country where traditions are still heavily emphasized , the festival lasts ten days . 
4550, sir . It's a genuine bonnet .   Are you sure ?   Yes , sir . 
5079, you can have a seat .   Good . How much is a one-way ticket ?   It's 38 dollars .   All right . Here's 40 dollars .   Here's your ticket and change .   Thank you . Which gate should I go to for the bus ?   Go to gate number 2 , please .   Thank you very much .   Don't mention it . 
2257, and they just let him go when they found out he was no use to them . It was lucky they didn't kill him .   Oh , sure . 
2258, thank you . I ’ m meeting my wife and daughter for lunch at 12 , would you care to join us ?   I ’ d love to but I ’ m afraid I can ’ t . I ’ Ve already got a lunch engagement . 
1239, so here I am .   You did give me a surprise . How have you been ?   Fine , just fine . And you ?   Not so well . I've come down with the flu .   I'm sorry to hear that . Take care of yourself .   It's really great to see you again . How about a drink tonight ?   Sounds wonderful . When shall we make it ?   How about seven ?   OK .   I'll pick you up .   Thank you . 
10290, ma'am ?   Yes . What can I do for you ?   I'm new here and I can ’ t seem to find the lunch room .   Oh , it ’ s right downstairs . I'm going there myself . Just follow me . 
2033, I can never remember ... 18 ... 19 next birthday . Tthat's it .   What does she look like ?   Well ...   Pretty , is she ?   Yes ... quite pretty . 
5151, there are some forbidden activities .   What are they ? I ’ ll be careful .   Don ’ t use office phones for personal matters .   I got it .   Never ever come to work drunk , also smoking in the office is not allowed .   I see . 
5953,No dialogue,No response
9742, let ’ s get the chicken feet .   How about drinks ? Would you like beer or wine ?   I ’ d prefer wine . You ?   Wine ’ s fine by me . Let ’ s order a bottle of the house red then .   Ok , a bottle of the house red please ! 
1232, no way .   Thank you honey , it means a lot to me . 
7381,No dialogue,No response
4112, thanks . Did you ?   Not bad . What did you do ?   I went to Tamshui . You ?   I wasn't feeling too well , so I stayed at home . 
18, Lean . My name is Alike . I'm from Japan .   To me English is a difficult language .   A second language is always difficult .   True , but English is harder than most . It's a crazy language .   A crazy language ? Why do you say that ?   One letter can have several pronunciations and one word can have several meanings .   No wonder you say English is a crazy language . 
4647, you just have to go for a few months without buying all the junk you usually buy . If you live frugally , you ’ ll save plenty of money .   I guess working with so much money has made me rather greedy . Maybe losing my job would be a good thing ! 
9047, that's fine . I hope you enjoyed your stay in Boston ?   Yes , I did . I had a fine time . 
6918, it's just that I get a headache when I drink more than 3 .   You just have to build up a tolerance . I used to be like that . But your body gets used to it .   It'll take awhile , but I'm working on it .   Hey let's go out tomorrow night . The Ram Bar and Grill is having a special on pitchers .   Alright . 
8802,No dialogue,No response
8473, you can ’ t find a job .   Yes , I know . And next time I must make good preparations .   Good luck next time .   Thank you . 
2915,What is the correct time , please ?   It ’ s exactly twelve minutes past seven .   When will you lecture begin ?   Begin at 9 o ’ clock sharp . 
10500, it won't stand up well under heavy loads or on really rough surfaces . In contrast , mountain bikes have wide tires and a stout frame . You sit higher on them and don't have to hunched over . 
1916, Sandy . You should enjoy it .   I guess I'm adventuresome , but then I'm scared too .   I'm not too scared . But I've done sky diving before . 
2969, it's so popular that it's sold out as soon as it reaches the bookstores .   Oh , I think I should try to read one . 
9002, absolutely .   Ok , I'll have it for a change . 
10232, how much is it ?   Single or return ?   Return , please . 
3293, uh ... why not dine out together and go to the movies ?   Sounds like a good idea .   Okay . I'll pick you up at 6:00 .   Thank you for inviting me . See you then . Bye , Tom . 
7089, I don't .   Well , you can call it in later . You can phone us .   Can I sit down now ?   First I need to get your address . Try to move your arm as little as possible . 
523, Nice to meet you .   Nice to meet you too .   Mrs . Smith , what do you do for work ?   I'm a doctor .   Oh . Where do you work ?   New York University hospital in New York City . What do you do ?   I'm a teacher .   What do you teach ?   I teach English .   Where ?   At a high school in New Jersey .   That's nice . How old are you ?   I'm 32 . 
4407, good . If you could come around six thirty or seven o'clock , that would give us some time to chat a whit over a glass of wine before dinner .   That sounds fine . I'll be there around seven . 
9523, sugar and Haggis .   Haggis ? What ’ s Haggis ?   It ’ s a traditional Scottish delicacy ; you take sheep ’ s liver , heart and lung and stuff it inside of the sheep ’ s stomach . 
3989, I will . You have said that many times .   Are you hungry ? Do you want me to buy something for you to eat ?   No , there ’ s no need . Thank you all the same . 
2056,Mike , did you win the lottery or something ? Why the big smile ?   I'm so relieved . I just passed the bar exam .   You did ? That's great ! You must be very happy now ?   That's an understatement . I'm on cloud nine . I couldn't be any happier .   Did you tell your parents yet ?   Not yet . I didn't get a hold of them . I'll try to call them again tonight .   They're probably going to be so happy .   I think so . It's turning out to be a great day . 
8957, there are still 5 minutes remaining ... OK , it's time . We will take a roll call before starting the fantasy sightseeing .   Finally . How long does the tour last ?   For about 3 hours . Enjoy your trip . 
6630, thanks . Just a little tired .   Late night ?   Yeah , I got home around two . 
5238, miss ?   Ok , that would be great . Do you like modern dance ? I don't care for it .   Neither do I . I don't like any kind of modern dances all . 
7786, how are you doing ?   Could you do me a favor ?   Sure , whatever you need .   Can you help me move this table ? 
4764, thanks . By the way , what time do I have to start check-in ?   You are supposed to check in at least one hour beforehand . 
9777,Pardon me , but I was wondering if you could break a one .   Let me look . What do you need ?   I need the change for the stamp machine .   I think dimes and quarters will do . 
6560, is that correct ?   Yes , that's right .   I just need to see some identification before I hand over the cash .   Here's my passport . Is that OK ? 
1585, I am thinking about going to my favorite clothing shop today .   No kidding ! Again ? ! You just went shopping yesterday . You really are a shopaholic .   Well , I need to change the shoes I bought from Nasi . They are too small . I want to ask them whether they come in a larger size .   OK . Do you have the receipt with you ? I think they will ask you to show them the receipt first . 
3671,Do you mind retiring earlier ?   No , I don't mind in the least . I want to do something of my own . What about you ?   I do . I don't know what to do after I retire . I'd like to work till I drop . 
8100, but we need to be decisive .   I know it . WebTracker is playing for keeps . They'll go for our jugular if we give them the chance .   This is awkward , I know . I know you're upset . But in two weeks you'll be thanking me .   Maybe . Maybe I will . 
1153, I know . She is a famous woman and a focus of the newspaper now because of this thing .   I hear the school is very modern . It has the best equipments .   Yes . Do you know its name .   She said she would name it after her father .   Oh , I think she wants to do this thing in memory of her father . 
9179, I did like Spanish and Music . But I don't remember much Spanish .   That's too bad . We could really use someone who is bilingual .   If you hire me , I'll start studying Spanish again . 
1479, thank you , and you ?   Pretty good . What brings you here ?   I came to see my uncle . He lives in the next block . 
9732,No dialogue,No response
10472,No dialogue,No response
5935, how may I help you ?   Can you send a cab to pick me up ?   Sure , where are you ?   I'm on the corner of the Fifth and Mane . 
4720, how do I get to the Forbidden City ?   Follow this road and turn right at the second intersection . It'll be right there .   Is it far ?   No , it should only take you about 15 minutes by foot .   Thank you . 
2646,Mandy , Would you like to come for dinner tonight ?   Dinner ? Where ?   At the new Five Spices restaurant in Chaoyang .   What kind of food do they serve ?   It ’ s Asian fusion . I heard it ’ s delicious .   Oh really ! That sounds lovely . 
6117, I agree . We'll make sure that they get notified . Can you find the meeting place ?   Yes , I know how to get there on my own .   Great ! We will send you all the details later . Looking forward to meeting with you ! 
3557,How may I help you today ?   I need to make some copies .   The copier is right over there .   Does it cost to use it ?   We do charge to use the machine .   How much does it cost ?   We charge ten cents a copy .   How many copies am I allowed to make ?   There is no limit to how many copies you can make .   Would you mind showing me how to use it ?   Please read the instructions on the copier .   Oh , okay . Thanks . 
7463,Excuse me , when is the next train to Los Angeles ?   10 fifteen a . m .   Can I get the ticket here ?   Sorry . You have to buy your ticket at the next counter .   Thank you . 
6708, just drop your money into the box .   I see . How often does this bus run at this time of day ?   It runs every ten minutes . Oh , here comes the bus . 
6186, if that ’ s all right .   That ’ s no problem .   Do you have any other questions ?   Well , what kind of salary do you provide ?   Salary is based on experience as well as time spent with our company .   I see .   Salary can be negotiated once we officially offer you the job .   Sounds fine . 
4399, too .   But the traffic is pretty bad .   Yeah . I hate all this traffic . It's really noisy .   Listen , it's almost dinnertime.There are lots of restaurant around here.What do you want to try ? Italian ? Greek ? Japanese ? Thai ?   I can't stand making decisions . You choose !   OK . Let's go American . Where's the nearest McDonald's ? 
710,No dialogue,No response
7788, Yuri . It's not your fault.But me--I'm the one who should be sorry.It was me who suggested operations here in the first place ! Oh , what can we do ? 
4074, not so soon . Couldn ’ t I persuade you to stay a couple of days more ?   Much as I wish to but I really can ’ t . I've already booked the flight .   I hope this won ’ t be our last meeting .   Of course not . You can come to London to visit me in future . And I also will come here if I have a chance .   I will miss you .   I will miss you , too . You're really a good friend .   It's a pity that I'm too busy to see you off tomorrow .   It doesn't matter .   Take care of yourself and remember to keep in touch .   I will .   Goodbye and have a good flight .   Thankyou . Goodbye ! 
9956, back to you , Tom . 
6152, can I see a few T-shirts , Please ?   Certainly.Here you are.They ' re the very latest fashion .   I'm not very particular about the design.But I want something of good quality .   They're of good cotton and the color never fades . 
3480, they want me to be more independent . They think that it's important that I should learn how to live on my own .   I know I need to learn that myself , but I just don't have the money for it at the moment . Living at home allows me to save up some money before I started finding a place . 
10491,No dialogue,No response
2360, I think it came out of my pocket when I was in the taxi .   Is there anything I can do ?   Can I borrow some money ?   Sure , how much do you need ?   About 50 dollars .   That's no problem .   Thanks . I'll pay you back on Friday .   That'll be fine . Here you are .   What are you going to do now ?   I'm going to buy some books and then I'm going to the gas station .   If you wait a minute I can go with you .   OK . I'll wait for you . 
8820, we do .   Very good .   Do you have any identification ?   Yes , I have my driver's license .   Fine . 
7031, and they said I had taken a wrong bus .   Thank you , Henry . I'll get a number 13 .   But number 13 buses leave from the center of town . You'll have to walk two miles to catch one . 
3213,Hi , Lander . What's wrong ?   I can hardly make ends meet these days .   Same here . I have't brought any new clothes for three months .   My income remains the same but prices just continue to rise .   True . The news says that there is a general increase in the price of daily necessities .   Definitely . I have to spend 300 yuan more on food every month . 
5803,What did you say ?   I said it ’ s a lovely day . Why don't we go for a walk ?   Well , I feel a little tired .   Come on ! Rest breads rust .   Then can you wait a few minutes ? I want to finish writing this letter .   I hope it won't be too long . It would be a shame not to take advantage of such lovely weather .   It won't be long . No more than ten minutes . Why don't you go ahead and I'll meet you in the park ?   OK ! See you later ! 
999, why didn ’ t you clean the room ?   I ’ m not in the mood .   Why are you feeling depressed ?   I was told my girlfriend was speaking ill of me . That ’ s a real let-down .   I don ’ t think she will do such a thing .   But she did and made me disappointed .   Oh , cheer up . A girlfriend is not everything .   But she means a lot to me .   Then forgive her mistake . 
2497, not me , should do this . 
7490,I beg your pardon ?   I said , ' Do you need any help ? '   That's very nice of you . I guess I could use some help .   Just tell me what you'd like me to do . 
7337, we can go some famous places outside of Beijing .   Any place will be fine . you make the decision .   What time shall we start ?   I will pick you up at your hotel at eight in the morning .   Ok , then see you in sunday morning . 
8964,What're you going to wear today ?   I like the new shirt .   You'd better tuck in your shirt .   Oh , I prefer it loose 
5518, what will I need to tell them ?   You must show where and when you tried to look for work . If you earned any money , you need to tell them about it .   What other information does the form ask for ?   You have to tell them if you were too sick to work on any of the days that you should have been looking for work . 
6492, he is .   I'm glad to hear that . In case he's not insured , the hospital will never accepts any patient . 
4911, Bill or Fred ?   Both are superb in their skills.Anyhow , Fred is one up on Bill from my point of view .   You said it . 
6718, so you wouldn ’ t be able to put all the furniture in your room .   I ’ d like to have the bad and the wardrobe .   You would fit both of them in your bedroom . Perhaps you could also get the dressing table . I think that one would look good in your bedroom .   Yes , it would . It ’ s very expensive though .   Everything in this magazine seems expensive . You could probably find something similar in a discount furniture store .   Yes . I ’ m sure I could find something similar at one . I ’ d also like to get a new carpet for my bedroom .   You can get cheap carpets easily . Another idea is to buy a rug . That would cover a lot of the carpet and you wouldn ’ t have to replace the carpet . It would save you a lot of work .   That ’ s a good idea . I ’ m really looking forward to redoing my bedroom . 
7717,No dialogue,No response
9003, why don ’ t we grab a bite to eat and do some catching up ?   Yeah , why not ? I ’ Ve got a little free time on my hands . Where do you want to eat ? 
279, we're fully booked in that room . Would you like to make reservation some other time ?   Maybe not , thank you all the same then . 
1629, music is transnational .   I believe in that . Well , the performance is about to begin . Let's be quiet . 
724, but I'll read whatever one you aren't going to read right away .   I was just going to do a little Sudoku while we wait for the plane to take off , so the Guardian is all yours .   thanks a lot . That's really nice of you . Would you like a piece of gum ?   that would be great . thanks . 
2491, it's legal .   OK , I'm going to get iTunes and download some Vanilla Ice songs .   Awesome . You'll see that they are really catchy . 
5034, first served ' basis .   Oh , that's quite convenient . Thank you . 
4767, and give you a refund also .   Thank you . I'm glad that this hotel strives to keep its reputation intact .   Sir , we always try to please our guests . 
3026,No dialogue,No response
2532, big time .   And in the meantime , how do you pay the rent ?   I don't have to worry about rent . I live right here .   What ? In your cubicle ?   Right here . Me and my PC . Home sweet home . 
10163, the most important thing we need to do is make sure that our name and contact information are across the top .   What comes next ?   You can either list your job experience next or your education--whichever is the most impressive should be first .   Can I list my interests next ?   Sure , that would be a good place for them . 
6375, half lives . '   I read something like that once . I think it was , ' Life is in the breath . ' 
8651, right ?   Yes , I was there as an English teacher .   Did you enjoy yourself there ?   Sure . I was fond of those lovely children   So why did you decide to resign ?   The school is a little bit too far away . I simply want to take good care of my elderly grandfather .   I see . But why don't you continue to work as a teacher ?   I think it's better for me to meet new challenges in life .   So you can have more room for development .   And I can experience another kind of life style .   It sounds like a good idea .   I hope I can adapt to the new job as soon as possible . 
6771,No dialogue,No response
612,Hi , Linda . I haven't seen you for ages .   Yes . I miss you very much .   So do I .   Have you graduated from college ?   Yes . I graduated last year and got a job in a press . 
940, I encourage her to go her own way , but she's now having a change of heart . 
504, but the neighbors watch out for each other , so it ’ s ok . 
10047, someone's at the door that may be him , please hold on . 
4806, it is much better than just giving us some reading materials or information via the internet .   That ’ s boring . Once we were asked to watch a video on how to operate the punches , all of us seemed to fall into sleep by the end of the video . 
452, I went to the Than He Sports Center for a football match last Sunday .   Oh , I watched it on television . It was an exciting match . 
1004, thanks.And you ?   I've never been better , thanks . 
4749, like the party I'm having on Friday .   Well , that's cool .   Will you be able to make it ?   I'm busy this Friday . I'm sorry .   What do you have to do ?   I'm having dinner with my family   Maybe you can come next time .   I'll make sure and come to your next party .   I'll look for you at my next party .   I'll be there . 
10497, thank you very much .   One more thing . Could you give me the names of the people you'll be travelling with ?   Sure . They are my kids , Alex and Kathy Stern .   All right . You're all set . Have a nice flight .   Thanks . 
7495, dinner , please ! 
5299, I do . On a scale of one to 10 , what would you say morale was in this company ? 
5584, proof of salary and your USD Deposit Certificate , to use as collateral .   And then I just sign here ? You're right ! It certainly is simple and extremely convenient . 
10250, would you please tell me where I can find a telephone ?   Over there in the booth .   How do you use a public phone ?   For a local call , just insert 35 cents in the slot and use it in the same way as your home phone . Inquiries are free from a public phone . 
7778,No dialogue,No response
4562,when are you going to give me those brochures ?   What ’ s the rush ? You ’ re not leaving for another week .   I know , but I want to make reservations this week .   Okay . I ’ ll bring them in tomorrow for sure . 
10028, get some pickles .   Is that all , your majesty ?   Very funny ! Get a move on ! People will be here any minute . 
2380, grammatical English expression . It has a direct translation in other languages .   This is interesting , Ms.Parker . 
10104, thanks , doctor . 
8481, here you are .   Will the trousers shrink when washed ?   No , they won't . They are shrink proof .   That's good . I will take it . 
9085, keep working on it . I really need an answer about the contract I sent him .   All right , I'll let you know when I get through . 
6741, but I loved the dessert .   The macadamia cake was out-of-this-world !   I really felt that the service was exceptionally good .   Yes , the service really added to the experience .   I am looking forward to returning to this restaurant . 
6731, please ?   OK . Wait for a moment , please . 
1618, don ’ t you ?   Yes . Good artwork is very expensive nowadays . When I was in china , I bought some calligraphy by famous artists . You should come and see it sometime .   That would be nice . Can you read the characters ?   I know what the characters on the paintings mean . I think Chinese characters look very artistic . It ’ s said that the way they are written can give insight into the artist ’ s character .   I think that ’ s true with any of the fine arts . 
9659,What are you going to take ?   Roast pork chops with a bottle of red wine , please . Is soup served here ?   Of course . What kind of soup do you like ? Clear or thick ?   Clear soup . I think tomato soup is fine . 
9238, please .   You're a quart low .   Give me a quart of light oil .   Yes , sir . 
6443, installation , 3 day training seminar and ongoing troubleshooting.There are no hidden costs . 
8973, pain at loins and knees and anaemia . It has no side effect .   Great ! Will you please tell me how to take it ?   Yes , madam . Fill 3 or 5 pieces of Cordyceps into a cleaned and chopped open duck's head and cook with the whole duck . Or stew Cordyceps with chicken .   That sounds very interesting !   Please don't eat turnip and garlic when taking this medicine .   Thank you very much . 
5126, DHL is famous for its speed and reliability . It is the fastest international postal service available . The document will arrive in two or three days .   Really ? But can you guarantee the safety ?   Yes , I promise . Your document won't be broken or lost . All the items are handled by special staff and carried by a courier . It is reliable .   OK . I will send them now .   Please write the address and remittee on the express order and make sure there is no mistake on them .   All right . Here you are .   This is your receipt which you have to keep until the remittee receives the express . You can also check your post on our web . The post number is on the top of the receipt .   Thank you . I have got quite clear idea of it . 
7889,Where do you come from ?   I come from England .   What's the climate like in your country ?   It's mild , but it's not always pleasant.The weather's often cold in the North and windy in the East . It's often wet in the West and sometimes warm in the South .   Which seasons do you like best ?   I like spring and summer . The days are long and the nights are short . The sun rises early and sets late . I don't like autumn and winter . The days are short and the nights are long . The sun rises late 
3347, thanks .   OK , goodbye . 
10435, but not over two years . So , you will have to pay . I'm sorry about that . 
405,Mrs.Smith , time has stood still with you !   Thank you.You ' re partial .   I'm not flattering you.You ' re full of energy every day .   It's nice to hear that anyway . 
5940,What case do you have against the police ?   I want to take them to court for arresting me .   I don ’ t understand .   There was no reason for them to arrest me .   They let you go , didn ’ t they ?   They released me the next morning .   They detained you at the station ?   That ’ s exactly what they did .   Why did they arrest you ?   They said I matched the description of a robber .   I get it now .   I ’ m definitely taking them to court . 
8122, and I had to wait for half an hour at the bus stop   Thank you , Henry . I'll get a number 13 .   But number 13 buses leave from the centre of town . You'll have to walk two miles to catch one . 
2764, shall we ?   Good idea . Is there a good movie on ?   What about ' Farewell My Concubine ' ? I've been wanting to see it for a long time .   All right . But it'll be difficult to buy tickets I suppose .   My brother has offered me two tickets for this evening .   What time does it begin ?   At eight thirty .   I'll come for you at about eight .   OK , I'll be waiting . 
7094, but I've gotta run . Enjoy your food , and ring the service button if you need anything else ! 
4569, I believe planning and probable management of my time can reduce tight deadlines .   Are you more a follower or a leader ?   I don ’ t try to go ahead of people and lead them , I ’ d rather cooperate with everybody else and get the job done by working together . 
8546, he is out of the office . Would you like to leave your number ? When he comes back , I will tell him to call you back .   Please have him call me at my office . He knows the number .   Of course . 
6068,Would you please weight this letter for me ?   Well , it's a bit overweight . You must pay extra for it .   How much ?   We demand a surcharge of 80 cents for it . 
3268, Mikel , trust me . 
1185, why not just wear your big flyby hat and ~ is anyone get close to you .   That is my work , i will try it . 
3930, my wife wants to go to Egypt , and I'd like to go there too . We haven't made up our mind yet .   Will you travel by sea or by air ?   We may travel by sea . It's cheaper .   I'm sure you'll enjoy yourselves . 
7101,May I help you ?   My daughter . She is missing . I don ’ t know where she is .   What dose she look like ?   She has blond hair and blue eyes .   What was she wearing ?   She has a yellow dress on and red sneakers .   When did you last see her ?   I just saw her down the street . I don ’ t know where she is .   How long has it been ?   Oh , it ’ s been uh ... fifteen minutes . 
6996,No dialogue,No response
5323,No dialogue,No response
1477,No dialogue,No response
2256,No dialogue,No response
8426, Madam . Thank you , madam . Here ’ s our welcome brochure with all of information of our facilities . My name is John . If you need any help do let me know . I ’ m at your service . 
5944, latte , skinny latte and Americano .   Goodness me ! So many choices ! I think I'll have a cappuccino please .   Here you are . You'll find the sugar just over there . 
5145,What type do you have in your mind ?   A compact please . What's the daily rate for that car ?   Thirty dollars a day .   Does the rate include the cost of gas ?   No , you have to pay it by yourself . 
8829, this meeting is said to be extremely important , so we have to attend it .   What's the meeting for ?   It is to give honors and promotions to some colleagues who made outstanding performance last year .   I will be there after 20 minutes . 
7018,No dialogue,No response
2499,Way to go ! It seems beautiful and very delicious .   Thank you.Thanks to the baker , I benefit a lot from him . 
365, first you should be concentrated on what the teacher said in class . Second , I suggest you to take an additional course in some training center .   Is the training center helpful ?   I think so . Because I've taken one to improve my oral English during summer vacation . 
1526, then ?   I ’ d like to . But I ’ m afraid I can ’ t .   I ’ m wondering if you like to go to the theatre then .   That ’ s sounds great .   Ok . How about give me a ring , then ?   No . I ’ d better not .   Why not ?   Because I don ’ t think my husband would like it . Thank you for inviting me anyway . 
5084, please ?   No problem , here you are . 
2589, we come here almost every month .   Who ’ s that ?   It ’ s my mother . She ’ s fond of swimming . And the man beside her is my father .   Do you like swimming ?   No , I hate swimming . I prefer playing tennis . 
1162, you're so lucky . I saw it on TV . But it must be so different to be there in the concert hall .   That's for sure . You know , I had the greatest time ever . 
2506, don ’ t let me go on a drinking binge . Trust me , it ’ s not a pretty picture ! 
9253, my jump rope . Mom , can you get it for me ? 
6568, of course a service fee of 300 RIB to be paid .   No problem , I'll settle that now . You can take it from my Business Account . 
9403, I do . I don't like it very much .   I work in a cubicle too , but I don't mind it . 
1964, and one on her left foot .   What's the tattoo on her foot like ?   It's a butterfly---everyone in her family has one .   Even her mother ?   Yes , even her mother .   What's her personality like ?   She's a lot like me .   So there is something wrong with her ! It was beginning to sound like she was too good to be true ! 
4312, right ?   I can not agree with you more . And if you are an awful one , that will be funny .   I remembered Tom is always out of tune . We burst into laughter .   Is that true ? Shall we invite him to join with us ?   So tricky ! 
1730, I guess no one can help me but myself . For the moment , I just need someone to talk to so that I can relieve my stress .   I know your feeling . Take it easy . 
2061,No dialogue,No response
7411, I will text it to you . Thank you , bye for now .   You ’ re welcome . Bye . 
9973,No dialogue,No response
3141,Why you are so crazy about Beijing Opera ? It's so boring .   But I think it's fantastic and charming . Well , you have your opinion and I have mine .   Maybe you're right . But I just still can't understand ...   Come on . I don't see any point in arguing about this . Everyone has a right to his own opinion . 
7923, are you going to quit driving to work then ?   yes , it's not good for me or for the environment . 
3478,No dialogue,No response
6779, please ?   Let me see ... I'm sorry , but we don't have any more non-smoking rooms.We won't charge you for your room tonight .   Thank you .   I'm very sorry about this .   That's OK . Thanks for your help . 
9437, like commission ?   There is a service commission that you must pay . It's 1 % of the funds to be remitted , so you should pay an extra 6 RIB . 
6569, Just push the button , like ...   I think I can figure this out . Let's see if this works as advertised . Say ' cheese ! '   I think you will find these are the best digital cameras on the market today .   I think the quality of the photos will speak for themselves . 
5969, George ! Haven't seen you for some time.Where have you been ?   I've been away in Paris for the last two month.Glad to see you again.How are you doing ?   Very well.Thank you.Did you have a good time there ?   Yes , I had a wonderful time . 
5980,No dialogue,No response
7979, but nothing came out of the machine .   Really ? Let me check it .   I'm sure it's broken .   No , ma'am . I ’ m afraid you put in only one quarter and one dime . 
4794,Good morning , sir . May I help you ?   Good morning . I'd like to pay my bill .   OK . In cash or by credit ?   In cash . How much is the total charge ?   Five hundred and thirty yuan altogether including charges for service .   Here you are . Thanks for your wonderful service .   Not at all . Welcome again . 
3438,No dialogue,No response
719,How's your work ?   Good , thanks . How about you ?   Not bad . But we have lost a few of staff lately .   Why ?   Because of the low salaries .   But your company is huge . Can't they afford to pay the staff decent wages ?   I don't know why .   Why don't you give them a suggestion ?   May be I can have a try . But I'm on vacation now . 
3209,I stayed online chatting with friends all night . It was great fun .   I don't understand . You don't even know the ' friends ' you are ' talking ' to !   It is better I don't know them . So I can say anything I want .   Do you believe what they say ?   Who cares ? It's just online . It's not real . Do you want to join me tonight ?   Thanks , but I'm a lousy typist . 
5916, please get ready .   All right .   By the way , don't forget your luggage on the ship .   Thank you for your reminding .   You will see the beautiful city .   I can't wait to see it . 
8381, would you leave him a message to call me ?   Yes , what's your name ? 
6556, sir .   Now where should I pay the money ?   You should go to the counter , just over there . 
10178, does he ?   He can't write very much on a card , mum . 
6084,It's a lot of work running a campaign , isn't it !   I had no idea when I volunteered to assist governor Brown with this campaign what I was getting myself into .   Hang in there . The hardest part is just about over .   How Ay years have you been working with him ?   About 15 . I've seen him work hard for a lot of good changes .   It's easier doing this kind hard work when I know that I trust the man behind the posters .   Did you know we're trying to talk him into considering a presidential campaign ?   He would be good . 
7280, please ?   Feynman Black . I want to leave on October 15th .   OK . Let me see . Air China has a flight on October 15th at 10:00 in the morning .   Well , I need an economy ticket .   Single or return ?   Single . How much ?   Economy fare for single ticket from New York to Beijing is 400 dollars .   OK . Here you are . Is my ticket confirmed then ?   Yes . Please arrive at the airport one hour before departure .   OK . Thank you . 
4009,No dialogue,No response
300, just come here .   OK , see you later .   Bye . 
1026, of course , the choice is up to you . Good luck !   I really appreciate your help . 
